date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:27	9399/9399	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/modernizr/modernizr.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/modernizr/modernizr.min.js	(from https://www.importili.tn/)
21:15:27	15187/15187	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Sep%202022%2009:07:26%20GMT	https://www.importili.tn/accueil/img/demos/cleaning-services/importily.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/cleaning-services/importily.png	(from https://www.importili.tn/)
21:15:28	12994/12994	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Nov%202022%2020:15:29%20GMT	https://www.importili.tn/login	C:/Users/MSI/Desktop/importili/import/www.importili.tn/login.html	(from https://www.importili.tn/)
21:15:28	2579/2579	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/img/demos/cleaning-services/icons/phone.svg	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/cleaning-services/icons/phone.svg	(from https://www.importili.tn/)
21:15:28	63192/63192	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20alibaba%20and%20aliexpress.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20alibaba%20and%20aliexpress.png	(from https://www.importili.tn/)
21:15:29	13153/13153	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20alibaba%20and%20aliexpresse.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20alibaba%20and%20aliexpresse.png	(from https://www.importili.tn/)
21:15:37	1107888/1107888	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:00%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Analyze%20Product.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Analyze%20Product.png	(from https://www.importili.tn/)
21:15:38	943955/943955	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Quality%20Control.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Quality%20Control.png	(from https://www.importili.tn/)
21:15:41	884799/884799	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Worldwide%20Transport.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Worldwide%20Transport.png	(from https://www.importili.tn/)
21:15:46	1293258/1293258	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Delivery.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Delivery.png	(from https://www.importili.tn/)
21:15:51	1127001/1127001	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:00%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Budget.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Budget.png	(from https://www.importili.tn/)
21:15:51	701414/701414	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Call%20Center.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Call%20Center.png	(from https://www.importili.tn/)
21:15:53	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a9234c45cef151d00c282a95c3aef625%22	https://connect.facebook.net/fr_FR/sdk.js	C:/Users/MSI/Desktop/importili/import/connect.facebook.net/fr_FR/sdk.js	(from https://www.importili.tn/)
21:15:55	1201874/1201874	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Export.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Export.png	(from https://www.importili.tn/)
21:15:58	1038136/1038136	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Sep%202022%2019:29:02%20GMT	https://www.importili.tn/accueil/img/demos/Importili%20Quantity.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Importili%20Quantity.png	(from https://www.importili.tn/)
21:16:07	1106642/1106642	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Sep%202022%2015:10:48%20GMT	https://www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie.png	(from https://www.importili.tn/)
21:16:11	1094191/1094191	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Sep%202022%2015:10:40%20GMT	https://www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie%20(3).png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie%20(3).png	(from https://www.importili.tn/)
21:16:14	1087261/1087261	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Sep%202022%2015:10:34%20GMT	https://www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie%20(2).png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie%20(2).png	(from https://www.importili.tn/)
21:16:14	505/505	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2014:36:34%20GMT	https://www.importili.tn/accueil/img/minus.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/minus.png	(from https://www.importili.tn/)
21:16:26	1091149/1091149	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Sep%202022%2015:10:30%20GMT	https://www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie%20(1).png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/demos/Transport%20vers%20la%20Tunisie%20(1).png	(from https://www.importili.tn/)
21:16:31	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Nov%202022%2020:16:33%20GMT	https://www.importili.tn/accueil/tel:+21629297535	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/tel_+21629297535.27.delayed	(from https://www.importili.tn/)
21:16:36	1138/1138	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2015:20:22%20GMT	https://www.importili.tn/accueil/img/instagram.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/instagram.png	(from https://www.importili.tn/)
21:16:44	1288/1288	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2015:19:00%20GMT	https://www.importili.tn/accueil/img/twitter.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/twitter.png	(from https://www.importili.tn/)
21:17:00	1266/1266	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2015:19:56%20GMT	https://www.importili.tn/accueil/img/facebook.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/facebook.png	(from https://www.importili.tn/)
21:17:12	943/943	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Sep%202022%2015:25:42%20GMT	https://www.importili.tn/accueil/img/mail.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/img/mail.png	(from https://www.importili.tn/)
21:17:17	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/jquery/jquery.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery/jquery.min.js	(from https://www.importili.tn/)
21:17:19	1420/1420	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:28%20GMT	https://www.importili.tn/accueil/vendor/jquery.appear/jquery.appear.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery.appear/jquery.appear.min.js	(from https://www.importili.tn/)
21:17:27	2532/2532	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/jquery.easing/jquery.easing.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery.easing/jquery.easing.min.js	(from https://www.importili.tn/)
21:17:29	1221/1221	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:26%20GMT	https://www.importili.tn/accueil/vendor/jquery.cookie/jquery.cookie.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery.cookie/jquery.cookie.min.js	(from https://www.importili.tn/)
21:17:42	78129/78129	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://www.importili.tn/)
21:17:46	24526/24526	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202022%2017:53:48%20GMT	https://www.importili.tn/accueil/vendor/jquery.validation/jquery.validate.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery.validation/jquery.validate.min.js	(from https://www.importili.tn/)
21:17:47	3990/3990	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js	(from https://www.importili.tn/)
21:17:49	3557/3557	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:28%20GMT	https://www.importili.tn/accueil/vendor/jquery.gmap/jquery.gmap.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/jquery.gmap/jquery.gmap.min.js	(from https://www.importili.tn/)
21:17:51	7889/7889	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/lazysizes/lazysizes.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/lazysizes/lazysizes.min.js	(from https://www.importili.tn/)
21:17:53	49090/49090	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/isotope/jquery.isotope.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/isotope/jquery.isotope.min.js	(from https://www.importili.tn/)
21:17:55	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/owl.carousel/owl.carousel.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/owl.carousel/owl.carousel.min.js	(from https://www.importili.tn/)
21:17:56	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/magnific-popup/jquery.magnific-popup.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/magnific-popup/jquery.magnific-popup.min.js	(from https://www.importili.tn/)
21:17:56	4466/4466	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:30%20GMT	https://www.importili.tn/accueil/vendor/vide/jquery.vide.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/vide/jquery.vide.min.js	(from https://www.importili.tn/)
21:17:58	12755/12755	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2016:19:24%20GMT	https://www.importili.tn/accueil/vendor/vivus/vivus.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/vivus/vivus.min.js	(from https://www.importili.tn/)
21:18:01	385192/385192	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/js/theme.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/js/theme.js	(from https://www.importili.tn/)
21:18:01	7650/7650	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/js/views/view.contact.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/js/views/view.contact.js	(from https://www.importili.tn/)
21:18:02	606/606	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/js/demos/demo-cleaning-services.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/js/demos/demo-cleaning-services.js	(from https://www.importili.tn/)
21:18:02	0/0	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/js/custom.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/js/custom.3d.delayed	(from https://www.importili.tn/)
21:18:03	11764/11764	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/js/theme.init.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/js/theme.init.js	(from https://www.importili.tn/)
21:18:03	1663/1663	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Sep%202022%2014:19:10%20GMT	https://www.importili.tn/accueil/js/scripts.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/js/scripts.js	(from https://www.importili.tn/)
21:18:04	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2015%20Nov%202022%2020:18:06%20GMT	https://www.tiktok.com/embed.js	C:/Users/MSI/Desktop/importili/import/www.tiktok.com/embed.40.delayed	(from https://www.importili.tn/)
21:18:05	47545/47545	---M-Z	200	added ('OK')	application/javascript	etag:%2296c7ddc0ae4dc719b5734ac317d1acf5%22	https://lf16-tiktok-web.ttwstatic.com/obj/tiktok-web-us/tiktok/falcon/embed/embed_v1.0.11.js	C:/Users/MSI/Desktop/importili/import/lf16-tiktok-web.ttwstatic.com/obj/tiktok-web-us/tiktok/falcon/embed/embed_v1.0.11.js	(from https://www.importili.tn/)
21:18:06	4976/4976	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://www.importili.tn/accueil/vendor/owl.carousel/assets/owl.video.play.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/accueil/vendor/owl.carousel/assets/owl.video.play.png	(from https://www.importili.tn/accueil/vendor/owl.carousel/assets/owl.carousel.min.css)
21:18:07	6603/6603	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Nov%202022%2020:18:09%20GMT	http://importili.tn/accueil/img/patterns/worn_dots.png	C:/Users/MSI/Desktop/importili/import/importili.tn/accueil/img/patterns/worn_dots.43.delayed	(from https://www.importili.tn/accueil/css/theme-elements.css)
21:18:08	8808/8808	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2009:04:52%20GMT	https://www.importili.tn/images/logo/icone.png	C:/Users/MSI/Desktop/importili/import/www.importili.tn/images/logo/icone.png	(from https://www.importili.tn/login)
21:18:08	51479/51479	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Mar%202022%2005:17:34%20GMT	https://www.importili.tn/vendors/css/vendors.min.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/vendors/css/vendors.min.css	(from https://www.importili.tn/login)
21:18:09	465934/465934	---M-Z	200	added ('OK')	text/css	date:Sat,%2010%20Sep%202022%2017:22:22%20GMT	https://www.importili.tn/css/core.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/core.css	(from https://www.importili.tn/login)
21:18:10	80686/80686	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/base/themes/dark-layout.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/base/themes/dark-layout.css	(from https://www.importili.tn/login)
21:18:11	1127/1127	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/base/themes/bordered-layout.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/base/themes/bordered-layout.css	(from https://www.importili.tn/login)
21:18:12	2155/2155	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/base/themes/semi-dark-layout.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/base/themes/semi-dark-layout.css	(from https://www.importili.tn/login)
21:18:13	11131/11131	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/base/core/menu/menu-types/vertical-menu.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/base/core/menu/menu-types/vertical-menu.css	(from https://www.importili.tn/login)
21:18:14	6762/6762	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/base/pages/authentication.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/base/pages/authentication.css	(from https://www.importili.tn/login)
21:18:15	93/93	---M--	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/overrides.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/overrides.css	(from https://www.importili.tn/login)
21:18:16	526/526	---M-Z	200	added ('OK')	text/css	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/css/style.css	C:/Users/MSI/Desktop/importili/import/www.importili.tn/css/style.css	(from https://www.importili.tn/login)
21:18:17	14327/14327	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Nov%202022%2020:18:18%20GMT	https://www.importili.tn/forgot-password	C:/Users/MSI/Desktop/importili/import/www.importili.tn/forgot-password.html	(from https://www.importili.tn/login)
21:18:19	10276/10276	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:46:38%20GMT	https://www.importili.tn/vendors/js/ui/jquery.sticky.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/vendors/js/ui/jquery.sticky.js	(from https://www.importili.tn/login)
21:18:19	395152/395152	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:46:38%20GMT	https://www.importili.tn/vendors/js/vendors.min.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/vendors/js/vendors.min.js	(from https://www.importili.tn/login)
21:18:19	215647/215647	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/js/core/app-menu.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/js/core/app-menu.js	(from https://www.importili.tn/login)
21:18:20	38531/38531	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/js/core/app.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/js/core/app.js	(from https://www.importili.tn/login)
21:18:21	483/483	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:28:44%20GMT	https://www.importili.tn/js/core/scripts.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/js/core/scripts.js	(from https://www.importili.tn/login)
21:18:21	9388/9388	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:46:38%20GMT	https://www.importili.tn/js/scripts/customizer.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/js/scripts/customizer.js	(from https://www.importili.tn/login)
21:18:23	159822/159822	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2008%20Aug%202022%2005:52:52%20GMT	https://www.importili.tn/livewire/livewire.js?id=de3fca26689cb5a39af4	C:/Users/MSI/Desktop/importili/import/www.importili.tn/livewire/livewire6b46.js	(from https://www.importili.tn/login)
21:18:23	37265/37265	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2002%20Sep%202022%2009:46:38%20GMT	https://www.importili.tn/vendors/js/alpinejs/alpine.js	C:/Users/MSI/Desktop/importili/import/www.importili.tn/vendors/js/alpinejs/alpine.js	(from https://www.importili.tn/login)
21:18:24	59738/59738	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2014%20Mar%202022%2005:14:18%20GMT	https://www.importili.tn/fonts/flag-icon-css/flags/4x3/ad.svg	C:/Users/MSI/Desktop/importili/import/www.importili.tn/fonts/flag-icon-css/flags/4x3/ad.svg	(from https://www.importili.tn/vendors/css/vendors.min.css)
